record_id,platform,category,product_id,product_name,listing_description,price_text,price_currency,price_min,price_max,min_order_text,min_order_quantity,min_order_unit,supplier_name,supplier_meta,rating_text,review_text,selling_points,badges_text,is_ad,source_url,image_url,captured_at,search_query,source_language
ali-1601716655504,Alibaba.com,美容工具,1601716655504,厂家直供婴儿6D纳米微晶注射器手动按压水光头SJ/DMT-J5面部护理仪,厂家直供婴儿6D纳米微晶注射器手动按压水光头SJ/DMT-J5面部护理仪；无忧退；复购率 18%,US$1-1.50,USD,1,1.50,最低起订量：100 pieces,100,pieces,"Guangzhou Shujianweilai Biotech Co., Ltd.,",1年 / CN,5.0,5.0/5.0 / (5),无忧退 | 复购率 18%,,False,https://www.alibaba.com/product-detail/Factory-Direct-Supply-Baby-6D-Nano_1601716655504.html,https://s.alicdn.com/@sc04/kf/H27066c33358c48beaa68fe1ba4c9f248I.png_300x300.png,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601875181355,Alibaba.com,美容工具,1601875181355,除皱嫩肤紧致抗衰老美容设备适用于诊所10600nm CO2点阵激光机,"除皱嫩肤紧致抗衰老美容设备适用于诊所10600nm CO2点阵激光机；满 US$2,000 立减 5%；复购率 23%","US$3,698-4,598",USD,3698,4598,最低起订量：1 piece,1,piece,"Haidari Beauty Technology (beijing) Co., Ltd.",7年 / CN,3.8,3.8/5.0 / (31),"满 US$2,000 立减 5% | 复购率 23%",认证,False,https://www.alibaba.com/product-detail/Wrinkle-Removal-Skin-Rejuvenation-Tightening-Anti_1601875181355.html,https://s.alicdn.com/@sc04/kf/H9373e8c599104da0b4d360767d7ae2c4K.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1600232188059,Alibaba.com,美容工具,1600232188059,环保女性面部修眉工具修眉天然麦草可生物降解眉毛剃须刀和面部剃须刀,环保女性面部修眉工具修眉天然麦草可生物降解眉毛剃须刀和面部剃须刀；180 天内底价；11月12日前到货；复购率 100%,US$0.19,USD,0.19,0.19,最低起订量：20 pieces,20,pieces,"NANJING RUIYI INTERNATIONAL TRADING CO., LTD.",6年 / CN,,,180 天内底价 | 11月12日前到货 | 复购率 100%,,False,https://www.alibaba.com/product-detail/Eco-friendly-Women-Facial-Eyebrow-Trimmer_1600232188059.html,https://s.alicdn.com/@sc04/kf/H61c5bc0eae5f4ffda38746b6cb86ca0eU.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601873924203,Alibaba.com,美容工具,1601873924203,2026年热销工厂定制徽标50毫米PBL 150至250毫升翻盖式化妆品足部磨砂膏洁面乳护肤护手霜,2026年热销工厂定制徽标50毫米PBL 150至250毫升翻盖式化妆品足部磨砂膏洁面乳护肤护手霜,US$0.19-0.30,USD,0.19,0.30,"最低起订量：5,000 pieces",5000,pieces,"Hangzhou Zhenheng Packaging Material Co., Ltd.",1年 / CN,,,,,False,https://www.alibaba.com/product-detail/2026-Hot-Sale-Factory-Custom-Logo_1601873924203.html,https://s.alicdn.com/@sc04/kf/H07fc4f77cffb4b74ba80ab7072a08e60s.png_300x300.png,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601217014237,Alibaba.com,美容工具,1601217014237,美容工具仪器抗衰老面部和颈部提升美容护肤工具家用除皱工具,美容工具仪器抗衰老面部和颈部提升美容护肤工具家用除皱工具；180 天内底价；11月14日前到货；复购率 18%,US$1.73,USD,1.73,1.73,最低起订量：10 pieces,10,pieces,"Guangzhou Megalo Technology Co., Ltd.",6年 / CN,4.8,4.8/5.0 / (168),180 天内底价 | 11月14日前到货 | 复购率 18%,,False,https://www.alibaba.com/product-detail/Beauty-Tools-Instrument-Anti-Aging-Face_1601217014237.html,https://s.alicdn.com/@sc04/kf/Ha205743090374f26bf4985961135c8cdu.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601560821448,Alibaba.com,美容工具,1601560821448,流行趋势 420 不锈钢刮痧工具 光滑边缘面部按摩器 适合家庭水疗放松塑形护肤美容,流行趋势 420 不锈钢刮痧工具 光滑边缘面部按摩器 适合家庭水疗放松塑形护肤美容；180 天内底价；9月25日前到货；退款保证；复购率 15%,US$0.70,USD,0.70,0.70,最低起订量：2 pieces,2,pieces,"Yangjiang Aokyee Industry & Trading Co., Ltd.",5年 / CN,4.8,4.8/5.0 / (75),180 天内底价 | 9月25日前到货 | 退款保证 | 复购率 15%,,False,https://www.alibaba.com/product-detail/Trending-420-Stainless-Steel-Gua-Sha_1601560821448.html,https://s.alicdn.com/@sc04/kf/He9e0c80458e2480c99b2fc517e38a7b4r.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1601872452969,Alibaba.com,美容工具,1601872452969,顶级工厂品质面部水疗水力磨皮机水力美容氧气喷射面部磨皮机,顶级工厂品质面部水疗水力磨皮机水力美容氧气喷射面部磨皮机；7日达；无忧退；复购率 21%,US$170,USD,170,170,最低起订量：1 piece,1,piece,"Guangzhou Amili Beauty Technology Co., Ltd.",5年 / CN,4.6,4.6/5.0 / (331),7日达 | 无忧退 | 复购率 21%,,False,https://www.alibaba.com/product-detail/Top-Factory-Quality-Facial-Spa-Hydrodermabrasion_1601872452969.html,https://s.alicdn.com/@sc04/kf/Hed814af9976b4aecb1bbe459cd5598d2L.jpg_300x300.jpg,2026-09-08T05:40:00.170000+00:00,skincare beauty tool,zh-CN
ali-1600288383756,Alibaba.com,发饰,1600288383756,扎实运动头带女时尚松紧带跑步健身瑜伽头饰女弹力洗妆发饰,"扎实运动头带女时尚松紧带跑步健身瑜伽头饰女弹力洗妆发饰；满 US$2,000 立减 5%；无忧退",US$0.14-0.20,USD,0.14,0.20,最低起订量：12 pieces,12,pieces,Dongyang Yilibei Hair Accessory Factory,12年 / CN,4.8,4.8/5.0 / (78),"满 US$2,000 立减 5% | 无忧退",,False,https://www.alibaba.com/product-detail/Solid-Sports-Headband-Women-Fashion-Elastic_1600288383756.html,https://s.alicdn.com/@sc04/kf/Hdb3c3bbc351d4fb6a7e85355c19dbd439.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601624751492,Alibaba.com,发饰,1601624751492,圆点弹力头带运动健身瑜伽发带女式时尚化妆日常头饰发饰带定制徽标,圆点弹力头带运动健身瑜伽发带女式时尚化妆日常头饰发饰带定制徽标；180 天内底价；10月02日前到货；无忧退,US$0.44,USD,0.44,0.44,最低起订量：10 pieces,10,pieces,"Yiwu Lan Hui E-Commerce Co., Ltd.",1年 / CN,4.8,4.8/5.0 / (28),180 天内底价 | 10月02日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/Polka-Dot-Elastic-Headbands-Sports-Gym_1601624751492.html,https://s.alicdn.com/@sc04/kf/H79b3a6f332904a719c4fc15316492216b.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601177456764,Alibaba.com,发饰,1601177456764,真丝发带橡胶头带弹性发带女发饰缎子丝绸发带花朵头饰,真丝发带橡胶头带弹性发带女发饰缎子丝绸发带花朵头饰；180 天内底价；10月02日前到货；退款保证；复购率 15%,US$0.88,USD,0.88,0.88,最低起订量：2 pieces,2,pieces,"Suzhou Encong Home Textile Co., Ltd.",8年 / CN,4.7,4.7/5.0 / (35),180 天内底价 | 10月02日前到货 | 退款保证 | 复购率 15%,认证,False,https://www.alibaba.com/product-detail/Silk-Scrunchies-Rubber-Head-Bands-Elastic_1601177456764.html,https://s.alicdn.com/@sc04/kf/H6b55c2f591234b928423f60b5ee49f80U.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601790945741,Alibaba.com,发饰,1601790945741,批发畅销弹力瑜伽运动头带运动棉质发带跑步运动弹力防滑吸汗带,批发畅销弹力瑜伽运动头带运动棉质发带跑步运动弹力防滑吸汗带；无忧退；复购率 27%,US$1.40-1.63,USD,1.40,1.63,最低起订量：10 pieces,10,pieces,"Hefei Wotaike Intelligent Technology Co., Ltd.",1年 / CN,4.8,4.8/5.0 / (61),无忧退 | 复购率 27%,,False,https://www.alibaba.com/product-detail/Wholesale-Top-Ranking-Elastic-Yoga-Sport_1601790945741.html,https://s.alicdn.com/@sc04/kf/H851681ac428c48f0bca181796bb8cdc2h.png_300x300.png,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601677283041,Alibaba.com,发饰,1601677283041,纯色高弹力发带，适用于瑜伽运动、发饰、时尚配饰、吸汗发带定制,纯色高弹力发带，适用于瑜伽运动、发饰、时尚配饰、吸汗发带定制；10月02日前到货；退款保证；复购率 21%,US$0.36,USD,0.36,0.36,最低起订量：60 pieces,60,pieces,"Hangzhou Dongdong Accessories Co., Ltd.",1年 / CN,4.9,4.9/5.0 / (47),10月02日前到货 | 退款保证 | 复购率 21%,,False,https://www.alibaba.com/product-detail/Solid-Color-High-Stretch-Headband-for_1601677283041.html,https://s.alicdn.com/@sc04/kf/H351703d022674d63815e72dac19a2bf3B.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1600769048574,Alibaba.com,发饰,1600769048574,新款时尚五花立体折叠发箍发饰设计师女性头带,新款时尚五花立体折叠发箍发饰设计师女性头带；11月14日前到货；无忧退,US$0.80,USD,0.80,0.80,最低起订量：20 pieces,20,pieces,"Yiwu Yane Accessories Co., Ltd.",9年 / CN,4.7,4.7/5.0 / (63),11月14日前到货 | 无忧退,认证,False,https://www.alibaba.com/product-detail/New-Fashion-Five-Flower-Solid-Folds_1600769048574.html,https://s.alicdn.com/@sc04/kf/H1b2e60f6d3a3456ca2b944d06bf8aff3p.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601571634621,Alibaba.com,发饰,1601571634621,IFOND 批量供应 2 件装简约荷叶边小缎面发圈，带多色发带，适合女士和女孩日常派对发型,IFOND 批量供应 2 件装简约荷叶边小缎面发圈，带多色发带，适合女士和女孩日常派对发型；180 天内底价；9月25日前到货；退款保证；复购率 16%,US$0.69,USD,0.69,0.69,最低起订量：10 pieces,10,pieces,"Yiwu Jiaoman Clothing Co., Ltd.",6年 / CN,4.9,4.9/5.0 / (57),180 天内底价 | 9月25日前到货 | 退款保证 | 复购率 16%,,False,https://www.alibaba.com/product-detail/IFOND-Bulk-Supply-2Pcs-Minimalist-Ruffled_1601571634621.html,https://s.alicdn.com/@sc04/kf/Hd2f59f7e0739400aa78c077a1a1319d6q.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601529977974,Alibaba.com,发饰,1601529977974,定制徽标弹力针织头带运动头带纯色瑜伽弹力发带女式发饰,定制徽标弹力针织头带运动头带纯色瑜伽弹力发带女式发饰；10月01日前到货,US$0.99,USD,0.99,0.99,最低起订量：20 pieces,20,pieces,"Quzhou Yiyuan Trade Co., Ltd.",6年 / CN,4.8,4.8/5.0 / (46),10月01日前到货,,False,https://www.alibaba.com/product-detail/Custom-logo-Stretch-Knitted-Headbands-Sport_1601529977974.html,https://s.alicdn.com/@sc04/kf/H18a619f3426a46c09a6439046252cc50i.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1600708331794,Alibaba.com,发饰,1600708331794,假发发带女多色辫子发型发带女人造头发装饰发饰发饰,假发发带女多色辫子发型发带女人造头发装饰发饰发饰；10月01日前到货；无忧退；复购率 18%,US$0.95,USD,0.95,0.95,最低起订量：5 pieces,5,pieces,Hangzhou Wasai Jewelry Ltd.,5年 / CN,4.8,4.8/5.0 / (257),10月01日前到货 | 无忧退 | 复购率 18%,认证,False,https://www.alibaba.com/product-detail/Wig-Hairband-Women-Multicolor-Braid-Hairstyle_1600708331794.html,https://s.alicdn.com/@sc04/kf/Ha0cb87568d59494ab8f0fae2c7d0d441U.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601009969244,Alibaba.com,发饰,1601009969244,11厘米大号时尚塑料发夹带橡胶漆鲨鱼爪发夹女式优雅咖啡色发夹工厂,11厘米大号时尚塑料发夹带橡胶漆鲨鱼爪发夹女式优雅咖啡色发夹工厂；9月25日前到货；退款保证；复购率 19%,US$0.24,USD,0.24,0.24,最低起订量：10 pieces,10,pieces,"Yiwu Junqiao Jewelry Co., Ltd.",3年 / CN,4.7,4.7/5.0 / (292),9月25日前到货 | 退款保证 | 复购率 19%,认证,False,https://www.alibaba.com/product-detail/11cm-Large-Fashionable-Plastic-Hair-Clips_1601009969244.html,https://s.alicdn.com/@sc04/kf/Hf2b7721871114e48a3c421ba0c72d4a4J.jpg_300x300.jpg,2026-09-08T05:40:04.010000+00:00,hair accessories women,zh-CN
ali-1601564756844,Alibaba.com,家居花器,1601564756844,现代奢华金羽陶瓷花瓶家居装饰客厅餐桌桌面结婚生日礼物,"现代奢华金羽陶瓷花瓶家居装饰客厅餐桌桌面结婚生日礼物；满 US$2,000 立减 5%；无忧退",US$7-17.67,USD,7,17.67,最低起订量：6 pieces,6,pieces,"Q&k (xiamen) Imp & Exp Co., Ltd.",8年 / CN,4.9,4.9/5.0 / (15),"满 US$2,000 立减 5% | 无忧退",,False,https://www.alibaba.com/product-detail/Modern-Luxury-Gold-Feather-Ceramic-Vase_1601564756844.html,https://s.alicdn.com/@sc04/kf/H22e215194b7e4cf5851f696ffe912a617.jpg_300x300.jpg,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601803333617,Alibaba.com,家居花器,1601803333617,白色手工压制粗陶陶瓷花瓶法式家居装饰插花花瓶干花,白色手工压制粗陶陶瓷花瓶法式家居装饰插花花瓶干花；180 天内底价；11月12日前到货；无忧退,US$8.54-9.60,USD,8.54,9.60,最低起订量：2 pieces,2,pieces,"Xiamen Dashuiwa Network Technology Co., Ltd.",5年 / CN,4.7,4.7/5.0 / (127),180 天内底价 | 11月12日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/White-Hand-pressed-Coarse-Pottery-Ceramic_1601803333617.html,https://s.alicdn.com/@sc04/kf/H703a5b3a26b1425ca2bbd02a70c76d996.png_300x300.png,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601726448743,Alibaba.com,家居花器,1601726448743,Flolenco 优雅手工制作 3D 百合陶瓷花瓶套装 白色釉面花卉图案精美工艺花瓶 适合婚礼中心装饰,"Flolenco 优雅手工制作 3D 百合陶瓷花瓶套装 白色釉面花卉图案精美工艺花瓶 适合婚礼中心装饰；满 US$2,000 立减 5%；无忧退",US$11.37-20.67,USD,11.37,20.67,最低起订量：8 pieces,8,pieces,"Shenzhen Flolenco Home Decorations Co., Ltd.",7年 / CN,5.0,5.0/5.0 / (6),"满 US$2,000 立减 5% | 无忧退",,False,https://www.alibaba.com/product-detail/Flolenco-Elegant-Handmade-3d-Lily-Ceramic_1601726448743.html,https://s.alicdn.com/@sc04/kf/Hfa37704c00e1462793d827f4eae93256Q.jpg_300x300.jpg,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601780257826,Alibaba.com,家居花器,1601780257826,东方美学禅意家居装饰陶瓷圆边哑光白釉陶瓷花瓶花盆适合民宿酒店生活,东方美学禅意家居装饰陶瓷圆边哑光白釉陶瓷花瓶花盆适合民宿酒店生活；11月14日前到货；无忧退,US$12.99-35.37,USD,12.99,35.37,最低起订量：50 pieces,50,pieces,"Zunbai (Chaozhou) Import And Export Trading Co., Ltd.",1年 / CN,,,11月14日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/Oriental-Aesthetic-Zen-Home-Decor-Porcelain_1601780257826.html,https://s.alicdn.com/@sc04/kf/H9dd7f48eb1ef4e9486ef650f237af85ah.png_300x300.png,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1600125047480,Alibaba.com,家居花器,1600125047480,北欧现代亚光家居装饰花瓶装饰批发陶瓷花瓶,"北欧现代亚光家居装饰花瓶装饰批发陶瓷花瓶；满 US$2,000 立减 5%；复购率 34%",US$6.50-12.99,USD,6.50,12.99,最低起订量：2 pieces,2,pieces,"Chaozhou Yubinghua Ceramics Co., Ltd.",11年 / CN,4.8,4.8/5.0 / (8),"满 US$2,000 立减 5% | 复购率 34%",,False,https://www.alibaba.com/product-detail/Nordic-Modern-Matt-Home-Decor-Flower_1600125047480.html,https://s.alicdn.com/@sc04/kf/H9442a8b39079463cbec98ae528fca0f38.jpg_300x300.jpg,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601870931108,Alibaba.com,家居花器,1601870931108,侘寂风格陶瓷花瓶复古风陶土花瓶家居装饰花卉插花水培花瓶陶瓷,侘寂风格陶瓷花瓶复古风陶土花瓶家居装饰花卉插花水培花瓶陶瓷；无忧退,US$5.50-7.50,USD,5.50,7.50,最低起订量：2 pieces,2,pieces,"Guangzhou Xiulan Trading Co., Ltd.",1年 / CN,5.0,5.0/5.0 / (2),无忧退,,False,https://www.alibaba.com/product-detail/Wabi-sabistyle-Ceramic-Vase-Vintage-aged_1601870931108.html,https://s.alicdn.com/@sc04/kf/Hda8a54cf8abd4bc383f226462849a922k.png_300x300.png,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601658887898,Alibaba.com,家居花器,1601658887898,现代手工制作气泡釉陶瓷桌面花瓶不规则开口高品质艺术花卉农舍家居装饰婚礼装饰,现代手工制作气泡釉陶瓷桌面花瓶不规则开口高品质艺术花卉农舍家居装饰婚礼装饰；无忧退,US$13.20-15.80,USD,13.20,15.80,最低起订量：12 pieces,12,pieces,"Jingdezhen Wisdom Crafts Co., Ltd.",2年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/Modern-Handmade-Bubble-Glazed-Ceramic-Tabletop_1601658887898.html,https://s.alicdn.com/@sc04/kf/H56ac0b7a296043858a5924e75948b67ea.png_300x300.png,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601548907425,Alibaba.com,家居花器,1601548907425,J420 新款流行欧式姜罐现代落地花瓶大号陶瓷家居装饰品适用于客厅酒店走廊,J420 新款流行欧式姜罐现代落地花瓶大号陶瓷家居装饰品适用于客厅酒店走廊；复购率 59%,US$7-45,USD,7,45,最低起订量：24 pieces,24,pieces,Chaozhou Chaoan Fengtang Taisi Ceramics Factory,5年 / CN,4.1,4.1/5.0 / (10),复购率 59%,,False,https://www.alibaba.com/product-detail/J420-New-Trending-European-Ginger-Jar_1601548907425.html,https://s.alicdn.com/@sc04/kf/H6f78ac31e2bb4cfe99354fc30e49a6fdV.jpg_300x300.jpg,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601448425390,Alibaba.com,家居花器,1601448425390,梅林生活手工陶瓷花瓶现代装饰家居花瓶简约白色花瓶潮州陶瓷厂OEMODM,梅林生活手工陶瓷花瓶现代装饰家居花瓶简约白色花瓶潮州陶瓷厂OEMODM；11月14日前到货；复购率 26%,US$15.22-25.42,USD,15.22,25.42,最低起订量：24 pieces,24,pieces,"Shenzhen Merlin Living Decorated Word Co., Ltd.",11年 / CN,4.8,4.8/5.0 / (2),11月14日前到货 | 复购率 26%,,False,https://www.alibaba.com/product-detail/Merlin-Living-Handmade-Ceramic-Vase-Modern_1601448425390.html,https://s.alicdn.com/@sc04/kf/H62ba663362e048a98cee90956d4c04945.jpg_300x300.jpg,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601481881777,Alibaba.com,家居花器,1601481881777,MSH中式传统北欧青花瓷独特花瓶家居装饰陶瓷花瓶,MSH中式传统北欧青花瓷独特花瓶家居装饰陶瓷花瓶；180 天内底价；11月02日前到货；无忧退,US$4.30,USD,4.30,4.30,最低起订量：2 pieces,2,pieces,"Hangzhou Shanhaihe Household Products Co., Ltd.",7年 / CN,4.7,4.7/5.0 / (91),180 天内底价 | 11月02日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/MSH-Chinese-Style-Traditional-Nordic-Blue_1601481881777.html,https://s.alicdn.com/@sc04/kf/Hcb8c222477794d8ba3523902087aa239E.jpg_300x300.jpg,2026-09-08T05:40:20.099000+00:00,ceramic vase home decor,zh-CN
ali-1601917660998,Alibaba.com,宠物用品,1601917660998,狗狗用镇静咀嚼片，鸭子味，120粒软咀嚼片，天然缓解焦虑压力，缓解分离焦虑，不安定情绪缓解剂，OEM ODM,狗狗用镇静咀嚼片，鸭子味，120粒软咀嚼片，天然缓解焦虑压力，缓解分离焦虑，不安定情绪缓解剂，OEM ODM；无忧退,US$1.95-3.65,USD,1.95,3.65,最低起订量：500 units,500,units,"Guangzhou Waikee Biomedical Technology Co., Ltd.",1年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/Calming-Chews-For-Dogs-Duck-Flavor_1601917660998.html,https://s.alicdn.com/@sc04/kf/H9dfb559c9aef4ba48f512b7c8d8f3bd1X.png_300x300.png,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601846710953,Alibaba.com,宠物用品,1601846710953,豪华个性化金属宠物骨灰盒，用于纪念狗狗，纪念罐，小动物用圆柱形纪念盒,豪华个性化金属宠物骨灰盒，用于纪念狗狗，纪念罐，小动物用圆柱形纪念盒；无忧退,US$10-37.90,USD,10,37.90,最低起订量：48 pieces,48,pieces,"Huizhou Shengxinrong Hardware Products Co., Ltd.",10年 / CN,5.0,5.0/5.0 / (2),无忧退,,False,https://www.alibaba.com/product-detail/Luxury-Personalized-Metal-Pet-Urn-For_1601846710953.html,https://s.alicdn.com/@sc04/kf/Haf7c0cc3df8a4f01a3a8c17c989fb5eb4.png_300x300.png,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601855864280,Alibaba.com,宠物用品,1601855864280,32 毫米可重复使用电动塑料宠物刷头吸嘴注塑吸尘器配件，适用于车库高效清洁,32 毫米可重复使用电动塑料宠物刷头吸嘴注塑吸尘器配件，适用于车库高效清洁；180 天内底价；11月14日前到货；无忧退,US$2.22,USD,2.22,2.22,最低起订量：200 pieces,200,pieces,"Jinyun Jieliang Industry And Trade Co., Ltd.",1年 / CN,,,180 天内底价 | 11月14日前到货 | 无忧退,,False,https://www.alibaba.com/product-detail/32mm-Reusable-Electric-Plastic-Pet-Brush_1601855864280.html,https://s.alicdn.com/@sc04/kf/H33f1464b40a64c66ab926da0573baf77J.jpg_300x300.jpg,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601882895468,Alibaba.com,宠物用品,1601882895468,清新口气宠物牙齿清洁狗用手指湿巾自有品牌，用于去除牙垢和牙菌斑,清新口气宠物牙齿清洁狗用手指湿巾自有品牌，用于去除牙垢和牙菌斑；无忧退,US$0.50-0.75,USD,0.50,0.75,"最低起订量：2,000 barrels",2000,barrels,"Wenzhou Shengcheng Technology Co., Ltd.",1年 / CN,,,无忧退,,False,https://www.alibaba.com/product-detail/Freshens-Breath-Pet-Teeth-Cleaning-Dog_1601882895468.html,https://s.alicdn.com/@sc04/kf/H23034a878f0c4d7d9a070c1b235a2459C.png_300x300.png,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601923216790,Alibaba.com,宠物用品,1601923216790,批发透明模块式宠物围栏，易于组装，可移动式狗围栏，适用于室内幼犬训练，支持OEM,批发透明模块式宠物围栏，易于组装，可移动式狗围栏，适用于室内幼犬训练，支持OEM,US$65-200,USD,65,200,最低起订量：1 piece,1,piece,"Qingdao Jishengde Supply Chain Management Co., Ltd.",1年 / CN,,,,,False,https://www.alibaba.com/product-detail/Wholesale-Clear-Modular-Pet-Playpen-Easy_1601923216790.html,https://s.alicdn.com/@sc04/kf/H620e2f06effe4a248fac58a0de12c362m.png_300x300.png,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1600750170759,Alibaba.com,宠物用品,1600750170759,定制自清洁可重复使用地毯猫毛宠物除毛器滚筒刷狗Cepillo Pelo Gato宠物除毛器,定制自清洁可重复使用地毯猫毛宠物除毛器滚筒刷狗Cepillo Pelo Gato宠物除毛器；11月12日前到货；无忧退；复购率 17%,US$0.82-1.76,USD,0.82,1.76,最低起订量：100 pieces,100,pieces,"Zhejiang Ouding Plastic Co., Ltd.",6年 / CN,4.8,4.8/5.0 / (62),11月12日前到货 | 无忧退 | 复购率 17%,认证,False,https://www.alibaba.com/product-detail/ODPC-Self-Cleaning-Pet-Hair-Remover_1600750170759.html,https://s.alicdn.com/@sc04/kf/He2c4ac5662e141c0b1e0393a74e035e9e.jpg_300x300.jpg,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1600881182938,Alibaba.com,宠物用品,1600881182938,免费样品定制徽标三合一便携式不锈钢宠物喂食碗旅行用狗水瓶产品,免费样品定制徽标三合一便携式不锈钢宠物喂食碗旅行用狗水瓶产品；无忧退；复购率 15%,US$0.50-2.50,USD,0.50,2.50,最低起订量：2 pieces,2,pieces,"Everich And Tomic Housewares Co., Ltd.",9年 / CN,4.9,4.9/5.0 / (64),无忧退 | 复购率 15%,认证,False,https://www.alibaba.com/product-detail/Free-Sample-Custom-Logo-3-in_1600881182938.html,https://s.alicdn.com/@sc04/kf/H2033dca0c82844df82432c7c96d9b808V.jpg_300x300.jpg,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601141303635,Alibaba.com,宠物用品,1601141303635,新款狗狗配件套装个性化定制徽标豪华PVC氯丁橡胶宠物便携碗狗用背带牵引绳套装,"新款狗狗配件套装个性化定制徽标豪华PVC氯丁橡胶宠物便携碗狗用背带牵引绳套装；满 US$2,000 立减 5%；无忧退；复购率 19%",US$1.40-5.40,USD,1.40,5.40,最低起订量：20 pieces,20,pieces,"SHANDONG PETMART PET PRODUCTS CO.,LTD",5年 / CN,4.9,4.9/5.0 / (55),"满 US$2,000 立减 5% | 无忧退 | 复购率 19%",,False,https://www.alibaba.com/product-detail/New-Dog-Accessories-Set-Personalized-Custom_1601141303635.html,https://s.alicdn.com/@sc04/kf/Haceb59c28b5b4a4dbf48d3065e3f8787P.jpg_300x300.jpg,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601646286602,Alibaba.com,宠物用品,1601646286602,Muker 现代经典豪华快拆可调节 PVC 涂层聚酯宠物项圈牵引绳套装可拆卸定制,Muker 现代经典豪华快拆可调节 PVC 涂层聚酯宠物项圈牵引绳套装可拆卸定制；180 天内底价；复购率 16%,US$1.26-1.66,USD,1.26,1.66,最低起订量：100 pieces,100,pieces,HONGKONG MUKER PET TECHNOLOGY LIMITED,3年 / HK,4.5,4.5/5.0 / (12),180 天内底价 | 复购率 16%,,False,https://www.alibaba.com/product-detail/Muker-Modern-Classic-Luxury-Quick-Release_1601646286602.html,https://s.alicdn.com/@sc04/kf/Hd83eddafd54943bca7924ffaeebf1fa4V.jpg_300x300.jpg,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
ali-1601387370526,Alibaba.com,宠物用品,1601387370526,新到货定制标志硅胶狗舔垫狗喂食器碗配件减缓宠物对小动物的进食,新到货定制标志硅胶狗舔垫狗喂食器碗配件减缓宠物对小动物的进食；11月12日前到货；复购率 22%,US$1.08-1.44,USD,1.08,1.44,最低起订量：50 pieces,50,pieces,"Dongguan Zhi Shang Silicone Products Co., Ltd.",6年 / CN,4.7,4.7/5.0 / (79),11月12日前到货 | 复购率 22%,,False,https://www.alibaba.com/product-detail/New-Arrival-Custom-Logo-Food-Grade_1601387370526.html,https://s.alicdn.com/@sc04/kf/Hf53c14d11c2544ef95a58a581f3e3f138.jpg_300x300.jpg,2026-09-08T05:40:24.629000+00:00,pet accessories,zh-CN
